Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,30,675,20250,6075,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,30,475,14250,4275,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,35,475,16625,6650,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Apparel,40,325,13000,3250,Online
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,35,475,16625,7481.25,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,25,625,15625,4687.5,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,35,600,21000,6300,Online
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Women's Street Footwear,35,425,14875,4462.5,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Athletic Footwear,35,375,13125,5250,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Men's Apparel,40,250,10000,2500,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Apparel,35,450,15750,7087.5,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Street Footwear,30,625,18750,6562.5,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40,625,25000,8750,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Street Footwear,30,450,13500,4725,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Athletic Footwear,35,350,12250,5512.5,Online
West Gear,1197831,3/6/2021,West,Idaho,Boise,Men's Apparel,40,250,10000,3000,Online
West Gear,1197831,3/6/2021,West,Idaho,Boise,Women's Apparel,35,400,14000,7000,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Street Footwear,20,650,13000,4550,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30,650,19500,6825,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Street Footwear,25,475,11875,4156.25,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Athletic Footwear,30,375,11250,5062.5,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,35,275,9625,2887.5,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,30,550,16500,8250,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,20,700,14000,4900,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30,725,21750,7612.5,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,25,575,14375,5031.25,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,50,400,20000,6000,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,45,750,33750,16875,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Street Footwear,45,750,33750,11812.5,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,50,750,37500,13125,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Street Footwear,50,600,30000,10500,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,12375,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Apparel,60,825,49500,24750,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,50,775,38750,15500,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Athletic Footwear,50,525,26250,13125,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Apparel,55,525,28875,10106.25,Online
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,65,800,52000,28600,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,50,750,37500,15000,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,55,750,41250,16500,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,50,475,23750,11875,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9143.75,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,60,725,43500,23925,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,55,675,37125,14850,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,55,625,34375,13750,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Athletic Footwear,60,400,24000,12000,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Apparel,55,400,22000,7700,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Apparel,50,625,31250,17187.5,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Street Footwear,40,575,23000,9200,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,40,575,23000,9200,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Street Footwear,45,525,23625,9450,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Athletic Footwear,45,375,16875,8437.5,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Apparel,35,350,12250,4287.5,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Apparel,45,525,23625,12993.75,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,35,675,23625,9450,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,35,675,23625,9450,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Street Footwear,60,600,36000,14400,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,60,450,27000,13500,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Apparel,55,425,23375,8181.25,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Apparel,65,625,40625,22343.75,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,55,775,42625,17050,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,60,525,31500,15750,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9143.75,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,65,725,47125,25918.75,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,30,425,12750,4462.5,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Athletic Footwear,40,425,17000,6800,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Street Footwear,40,425,17000,5950,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Athletic Footwear,40,275,11000,3850,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Apparel,45,225,10125,3037.5,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Apparel,40,425,17000,4250,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,30,475,14250,4987.5,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Athletic Footwear,40,375,15000,6000,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Women's Street Footwear,40,375,15000,5250,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,9000,3150,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Men's Apparel,45,150,6750,2025,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Apparel,40,350,14000,3500,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,40,500,20000,7000,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,350,17500,7000,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Street Footwear,50,350,17500,6125,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,225,11250,3937.5,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Apparel,55,125,6875,2062.5,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Apparel,50,325,16250,4062.5,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50,500,25000,8750,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55,300,16500,6600,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55,350,19250,6737.5,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,250,12500,4375,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Apparel,55,150,8250,2475,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Apparel,70,325,22750,5687.5,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,50,525,26250,9187.5,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55,375,20625,8250,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Street Footwear,55,400,22000,7700,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,300,15000,5250,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,55,200,11000,3300,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Apparel,70,375,26250,6562.5,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50,625,31250,10937.5,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55,475,26125,10450,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55,475,26125,9143.75,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,350,17500,6125,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Apparel,55,225,12375,3712.5,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Apparel,70,525,36750,9187.5,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,50,675,33750,11812.5,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55,525,28875,11550,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Street Footwear,55,475,26125,9143.75,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,375,18750,6562.5,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Apparel,55,425,23375,7012.5,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,70,425,29750,7437.5,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,55,625,34375,12031.25,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,60,575,34500,13800,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55,450,24750,8662.5,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,55,400,22000,7700,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Apparel,65,400,26000,7800,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Apparel,70,375,26250,6562.5,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,45,575,25875,9056.25,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,575,28750,11500,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,45,425,19125,6693.75,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45,375,16875,5906.25,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Apparel,55,375,20625,6187.5,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Apparel,60,425,25500,6375,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,500,25000,10000,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Street Footwear,45,325,14625,5118.75,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45,300,13500,4725,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,55,275,15125,4537.5,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Apparel,60,325,19500,4875,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,525,26250,10500,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Street Footwear,45,375,16875,5906.25,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45,350,15750,5512.5,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,55,300,16500,4950,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Apparel,60,425,25500,6375,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,45,625,28125,9843.75,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,625,31250,12500,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,45,425,19125,6693.75,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45,425,19125,6693.75,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Men's Apparel,55,350,19250,5775,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,60,450,27000,6750,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35,475,16625,5818.75,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45,475,21375,8550,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45,475,21375,7481.25,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45,325,14625,5118.75,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,50,275,13750,4125,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,45,475,21375,5343.75,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35,525,18375,6431.25,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45,425,19125,7650,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45,425,19125,6693.75,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,275,12375,4331.25,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,50,200,10000,3000,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,45,400,18000,4500,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,45,550,24750,8662.5,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,400,22000,8800,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,55,400,22000,7700,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,275,15125,5293.75,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60,175,10500,3150,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,55,375,20625,5156.25,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,550,30250,10587.5,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,350,21000,8400,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,400,24000,8400,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,300,16500,5775,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60,200,12000,3600,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,375,28125,7031.25,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,31625,11068.75,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,425,25500,10200,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,27000,9450,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,19250,6737.5,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,60,250,15000,4500,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Apparel,75,425,31875,7968.75,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,700,38500,13475,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,550,33000,13200,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,11550,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,425,23375,8181.25,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60,300,18000,5400,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,600,45000,11250,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,750,41250,14437.5,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,600,36000,14400,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,11550,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,450,24750,8662.5,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60,500,30000,9000,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,37500,9375,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,42000,14700,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,650,42250,16900,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,525,31500,11025,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,475,28500,9975,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70,475,33250,9975,Online
